imgid, x_gt, y_gt, z_gt, omega_gt, phi_gt, kappa_gt, x_gps, y_gps, z_gps, 
61471,465584.365192,5248052.895255,460.852336,88.579807,-74.106035,-1.879080,465583.059122,5248049.062797,464.203003, 
61501,465584.661902,5248051.603015,460.913222,88.536800,-73.824762,-1.847816,465583.535022,5248047.837497,464.488983, 
61531,465585.093246,5248050.274336,461.085903,88.241506,-74.068193,-2.198837,465583.944031,5248046.790411,464.562988, 
61561,465585.373994,5248049.033585,461.248458,89.460142,-73.234577,-0.782922,465584.543553,5248046.053394,464.226013, 
61591,465585.517548,5248047.907350,461.305986,89.429241,-74.046222,-0.709486,465584.470347,5248045.153609,464.059998, 
61621,465585.458839,5248046.809216,461.292497,89.772252,-73.829352,-0.329768,465584.532944,5248044.241916,463.837006, 
61651,465585.351345,5248045.737047,461.308085,89.560758,-74.089387,-0.535530,465584.626633,5248043.485633,463.243988, 
61681,465585.318618,5248044.622672,461.292310,89.446527,-74.181602,-0.610341,465584.893477,5248042.650539,463.187988, 
61711,465585.322186,5248043.485682,461.294750,89.587314,-73.400014,-0.428185,465585.481485,5248041.235650,463.690002, 
61741,465585.488652,5248042.231126,461.357668,89.539842,-72.480424,-0.637316,465585.916715,5248039.510471,464.420013, 
61771,465585.709342,5248040.852672,461.502907,89.160208,-72.742896,-1.063417,465586.505893,5248038.295624,464.183014, 
61801,465585.982716,5248039.406880,461.668547,89.372759,-72.797172,-0.705546,465587.018424,5248036.881177,464.885010, 
61831,465586.291504,5248037.979506,461.857279,89.166912,-72.124534,-0.885183,465587.598430,5248035.388540,465.287994, 
61861,465586.650081,5248036.639434,462.011715,88.912117,-71.873782,-1.052759,465588.389968,5248033.928005,466.424988, 
61891,465587.005058,5248035.364398,462.183192,88.842681,-72.597765,-1.026672,465589.053326,5248032.490448,467.046997, 
61921,465587.420610,5248034.064710,462.370282,89.043955,-72.492877,-0.803968,465589.513420,5248031.142990,467.200012, 
61951,465587.876665,5248032.734369,462.533611,89.389906,-71.175090,-0.585243,465589.852664,5248029.785128,467.434998, 
61981,465588.290828,5248031.341426,462.651217,89.359743,-71.759708,-0.543509,465590.003826,5248028.528390,467.712006, 
62011,465588.506792,5248030.034999,462.693674,89.172588,-71.962645,-0.760565,465590.126016,5248027.482984,467.863007, 
62041,465588.592700,5248028.942585,462.689796,89.487096,-70.875743,-0.396714,465590.263042,5248026.393034,467.884003, 
62071,465588.648580,5248027.828828,462.736508,88.654451,-71.529598,-1.432183,465590.490000,5248025.191422,468.311005, 
62101,465588.645885,5248026.659856,462.794829,88.643499,-71.138959,-1.401427,465590.387122,5248024.380721,468.056000, 
62131,465588.620773,5248025.728190,462.784935,87.613159,-74.941771,-1.916939,465590.743762,5248023.411737,468.799988, 
62161,465588.648255,5248025.026510,462.720992,87.553853,-73.731300,-1.984773,465591.200015,5248022.697786,469.664001, 
62191,465588.867356,5248024.430786,462.681166,87.440463,-72.368988,-2.170791,465591.423769,5248022.240814,469.595001, 
62221,465589.237880,5248023.861990,462.639534,87.364529,-72.155094,-2.486695,465592.035992,5248021.092513,470.446991, 
62251,465589.576309,5248023.146234,462.614903,87.718218,-71.833622,-2.269729,465592.677421,5248019.777335,472.010986, 
62281,465589.833769,5248022.207336,462.642835,88.145498,-69.292775,-2.121259,465592.685101,5248018.510325,472.652008, 
62311,465590.010904,5248021.097096,462.640221,88.435258,-69.859955,-1.832251,465592.012761,5248017.125044,472.899994, 
62341,465590.121650,5248019.906840,462.618530,88.500309,-70.563809,-1.739609,465591.780013,5248016.048374,472.197998, 
62371,465590.222188,5248018.734912,462.624017,88.923782,-68.924541,-1.407389,465592.014127,5248014.780037,472.578003, 
62401,465590.280381,5248017.627637,462.623077,89.060177,-70.964805,-1.007336,465592.134761,5248013.467911,472.684998, 
62431,465590.234001,5248016.462013,462.704911,89.085156,-70.448408,-0.853519,465591.961096,5248012.168618,473.386993, 
62461,465590.095536,5248015.451457,462.749441,89.325454,-69.428407,-0.608997,465592.022388,5248011.034659,473.591003, 
62491,465589.993484,5248014.547814,462.747505,89.280493,-69.367628,-0.587055,465592.361844,5248009.710136,474.227997, 
62521,465590.013591,5248013.680751,462.760551,89.526259,-67.853306,-0.477913,465592.869765,5248008.795834,474.358002, 
62551,465590.201102,5248012.684517,462.807689,89.111254,-68.818205,-0.857592,465593.543723,5248007.880562,474.725006, 
62581,465590.458130,5248011.495674,462.948197,89.548066,-68.608085,-0.461797,465593.466743,5248006.336203,474.684998, 
62611,465590.771863,5248010.162289,463.050872,89.799223,-68.639866,-0.211295,465593.973885,5248005.288542,474.009003, 
62641,465591.095146,5248008.910314,463.107463,89.719928,-69.046014,-0.162753,465594.569907,5248003.951404,473.864014, 
62671,465591.559161,5248007.712284,463.096526,89.913952,-67.677567,0.000740,465595.531010,5248003.090019,473.936005, 
62701,465591.980148,5248006.571956,463.096816,89.852702,-67.045831,-0.057689,465596.409681,5248002.329141,474.140015, 
62731,465592.416735,5248005.617086,463.081569,90.450300,-65.223155,0.670843,465596.954755,5248001.314599,474.764008, 
62761,465592.894785,5248004.862793,463.079660,90.641244,-67.133533,1.222711,465596.982211,5248000.847662,473.634003, 
62791,465593.433173,5248004.079835,463.067439,90.629400,-68.645321,1.257200,465597.212094,5248000.146151,473.183990, 
62821,465594.030037,5248002.940111,463.180741,91.114760,-68.232134,1.593557,465597.516089,5247999.210816,472.815002, 
62851,465594.536893,5248001.436175,463.405657,91.288152,-67.655898,1.560930,465597.389149,5247998.155755,472.061005, 
62881,465594.808687,5247999.832820,463.656708,91.182780,-66.360223,1.383337,465597.240272,5247997.223072,471.141998, 
62911,465594.955621,5247998.342234,463.706849,90.953192,-66.084554,1.220252,465597.039732,5247996.490739,469.839996, 
62941,465594.990219,5247997.118858,463.777586,90.790498,-66.242216,1.181611,465596.996850,5247995.613005,469.541992, 
62971,465595.043191,5247996.050956,463.744710,90.614680,-65.230649,0.998463,465596.751817,5247995.014297,468.972992, 
63001,465595.060172,5247995.133481,463.655307,90.724407,-66.088705,1.297213,465596.710486,5247994.403284,468.402008, 
63031,465595.021832,5247994.380926,463.734063,90.417381,-66.784789,1.056267,465596.736259,5247993.647398,468.089996, 
63061,465595.163224,5247993.621673,463.842252,90.265293,-66.356134,0.798389,465596.980714,5247992.856892,467.800995, 
63091,465595.411927,5247992.703881,463.806245,90.462272,-68.319256,1.129788,465597.163362,5247991.822245,467.109009, 
63121,465595.574964,5247991.693051,463.842882,90.266320,-69.573299,0.953613,465597.066284,5247990.711439,466.537994, 
63151,465595.630819,5247990.691059,463.952857,90.721192,-67.453998,1.260160,465597.371447,5247989.976146,465.755005, 
63181,465595.673919,5247989.779412,464.058637,91.234751,-67.867954,1.999775,465597.051120,5247989.411221,465.462006, 
63211,465595.618755,5247989.182428,464.054911,90.976498,-63.186595,1.662565,465597.071098,5247988.955441,464.832001, 
63241,465595.657433,5247988.725776,463.997877,91.147425,-63.633358,1.903773,465597.196809,5247988.510155,464.084015, 
63271,465595.713876,5247988.224268,463.974684,91.107715,-61.637480,1.646327,465597.035962,5247988.111002,463.160004, 
63301,465595.729064,5247987.683353,463.849520,91.185242,-62.942544,1.726370,465597.191278,5247987.565520,462.968994, 
63331,465595.661488,5247987.058704,463.853989,91.223514,-64.002627,1.801283,465597.132913,5247986.621194,463.362000, 
63361,465595.713431,5247986.366222,463.843051,91.114873,-64.900432,1.692579,465597.174624,5247986.009694,463.612000, 
63391,465595.764511,5247985.646269,463.828340,91.060596,-66.488258,1.842366,465597.332470,5247985.897632,463.268005, 
63421,465595.786600,5247985.068300,463.788419,90.981834,-65.335081,1.713899,465596.372924,5247985.736544,461.601990, 
63451,465595.782645,5247984.757015,463.714228,90.726602,-62.421521,1.334615,465596.077910,5247985.627134,460.835999, 
63481,465595.802010,5247984.571804,463.596892,90.768306,-63.200085,1.440583,465596.773156,5247985.767542,461.024994, 
63511,465595.860618,5247984.235009,463.518584,90.623115,-63.990740,1.203410,465598.120380,5247985.103944,462.691010, 
63541,465595.980628,5247983.652761,463.530130,90.480633,-65.174545,1.022076,465598.434002,5247984.524194,462.572998, 
63571,465596.111376,5247982.892162,463.554900,90.212276,-65.264010,0.531022,465598.931187,5247984.354578,462.377991, 
63601,465596.092654,5247982.132453,463.555995,90.320258,-61.980298,0.512675,465598.817780,5247984.321900,460.834991, 
63631,465596.010151,5247981.459393,463.414941,90.469687,-58.636958,0.542238,465598.801311,5247984.088608,460.294006, 
63661,465595.897404,5247980.895458,463.146273,90.536470,-55.425990,0.411403,465597.855430,5247983.682936,458.174988, 
63691,465595.853058,5247980.251855,463.034030,90.393343,-54.842238,0.217151,465597.458581,5247982.940639,457.067017, 
63721,465596.086672,5247979.377759,463.191234,90.349340,-55.769440,0.232958,465598.140749,5247982.136458,457.049011, 
63751,465596.496004,5247978.328789,463.423815,90.035984,-60.694691,0.357887,465599.042458,5247981.442126,457.125000, 
63781,465597.065943,5247977.399876,463.631902,89.856718,-62.635187,0.407831,465599.869332,5247980.859371,457.476013, 
63811,465597.557382,5247976.500275,463.899429,90.206570,-62.422668,0.724185,465600.213348,5247980.312784,456.393005, 
63841,465598.055587,5247975.636535,464.214267,90.076976,-60.353995,0.592827,465600.353053,5247979.678483,456.579987, 
63871,465598.527615,5247974.807007,464.366556,89.951178,-57.816773,0.259962,465600.292151,5247978.300737,458.122986, 
63901,465598.915113,5247973.913472,464.466491,90.445974,-60.105893,0.981748,465600.593996,5247976.998662,459.585999, 
63931,465599.352692,5247972.923318,464.684058,90.073479,-64.593302,0.893055,465601.238558,5247976.216927,459.300995, 
63961,465599.665574,5247971.976405,464.821257,90.337418,-73.532738,1.860293,465601.261983,5247975.060961,460.108002, 
63991,465599.799488,5247971.325047,464.830770,90.674176,-82.416608,2.862382,465601.093076,5247974.572946,460.527008, 
64021,465599.815436,5247970.919917,464.822473,92.151774,-83.228655,4.341203,465600.871702,5247974.151919,461.031006, 
64051,465599.767301,5247970.569352,464.708959,92.759770,-83.276569,4.761655,465600.435171,5247973.076442,462.303009, 
64081,465599.653997,5247970.094556,464.617815,93.096041,-82.867767,4.910787,465600.211857,5247972.322015,462.523987, 
64111,465599.552463,5247969.414920,464.573005,93.682734,-83.329647,5.386771,465600.055110,5247971.333809,462.536011, 
64141,465599.489407,5247968.540437,464.575111,93.201663,-84.039586,4.753485,465599.755996,5247970.524257,462.907990, 
64171,465599.435088,5247967.673760,464.539648,92.202301,-82.565496,3.458402,465599.721510,5247969.790953,462.484985, 
64201,465599.354030,5247966.878564,464.467819,91.471370,-83.148762,2.754602,465599.573349,5247968.980517,462.722992, 
64231,465599.311705,5247966.171647,464.317434,90.904051,-82.102724,1.992383,465599.727432,5247968.223881,463.087006, 
64261,465599.291770,5247965.494856,464.208139,90.107362,-78.155148,0.689013,465599.970715,5247967.233335,463.717010, 
64291,465599.416220,5247964.662832,464.167031,89.726319,-77.411523,0.089579,465600.136064,5247965.820922,464.201996, 
64321,465599.650300,5247963.594151,464.296615,88.436025,-79.001997,-1.320703,465600.398482,5247964.230121,464.630981, 
64351,465599.965774,5247962.265947,464.519944,86.973406,-81.023776,-2.755456,465600.796954,5247962.671865,464.662994, 
64381,465600.229174,5247960.957227,464.678521,87.106285,-81.417054,-2.635586,465601.130050,5247961.547427,464.256989, 
64411,465600.298679,5247959.788126,464.725708,86.908141,-81.910593,-2.815993,465600.851099,5247960.315435,464.290009, 
64441,465600.226361,5247958.854631,464.708098,85.191791,-83.065047,-4.410657,465600.863134,5247959.793019,464.023987, 
64471,465600.148827,5247958.104373,464.523360,84.644464,-83.555589,-4.947918,465600.784073,5247959.182227,463.966003, 
64501,465600.156550,5247957.469001,464.286456,85.217152,-83.083477,-4.416291,465601.037389,5247958.613943,463.526001, 
64531,465600.342044,5247956.732405,464.138925,84.242367,-83.396343,-5.494377,465601.136750,5247957.535329,463.880005, 
64561,465600.711645,5247955.937426,464.135354,85.927618,-80.079592,-4.228341,465601.463455,5247956.610976,463.993011, 
64591,465601.244638,5247955.124379,464.262801,87.461492,-79.326179,-2.762455,465602.001694,5247955.718727,463.873993, 
64621,465601.812893,5247954.182476,464.445500,86.998589,-78.962761,-3.357934,465602.364842,5247954.571886,463.931000, 
64651,465602.236359,5247953.184514,464.623856,86.876782,-79.280115,-3.443150,465602.758770,5247953.524889,463.869995, 
64681,465602.552394,5247952.159210,464.777315,86.437223,-79.494290,-3.949969,465602.933541,5247952.434719,463.843994, 
64711,465602.794481,5247951.095699,464.939602,86.641551,-79.428251,-3.795529,465603.130825,5247951.322191,463.931000, 
64741,465602.997379,5247950.044801,465.129058,87.051198,-78.272115,-3.440244,465603.139160,5247950.166313,464.114014, 
64771,465603.058585,5247948.975719,465.314168,87.614505,-77.455061,-2.894702,465603.048588,5247948.877650,463.963013, 
64801,465602.974999,5247947.817014,465.467508,87.816519,-78.204069,-2.680020,465602.906090,5247947.744882,464.148987, 
64831,465602.819934,5247946.640259,465.546529,88.102642,-78.617470,-2.342031,465602.567022,5247946.557697,464.677002, 
64861,465602.514829,5247945.667648,465.620785,88.576791,-77.679772,-1.844250,465602.153582,5247945.559881,465.076996, 
64891,465602.176215,5247944.806148,465.724968,88.845967,-77.361062,-1.533066,465602.087344,5247944.560032,465.652008, 
64921,465602.008772,5247944.073013,465.781904,87.626618,-78.502367,-2.730777,465602.052987,5247943.848954,465.921997, 
64951,465601.909708,5247943.479120,465.808434,88.112976,-78.669293,-1.969820,465602.080123,5247943.326450,466.031006, 
64981,465601.908476,5247943.025897,465.655011,88.307944,-80.832280,-1.267673,465602.290162,5247943.102945,465.907990, 
65011,465602.076216,5247942.686283,465.465397,86.265284,-81.279051,-3.438587,465602.528964,5247942.634771,465.604004, 
65041,465602.361231,5247942.284434,465.323360,86.006778,-82.734646,-3.664851,465602.818185,5247941.755092,465.493988, 
65071,465602.696209,5247941.558689,465.207605,87.521101,-80.844230,-2.543554,465603.009624,5247940.931555,465.345001, 
65101,465602.872185,5247940.776663,465.205241,88.864900,-78.122153,-1.459571,465603.035062,5247940.120103,465.640015, 
65131,465602.892340,5247940.042884,465.192231,89.432204,-76.149034,-0.996923,465603.053092,5247939.330922,465.362000, 
65161,465603.090799,5247939.362141,464.978923,88.499155,-78.019768,-1.843711,465603.336131,5247938.684669,464.648010, 
65191,465603.313871,5247938.566007,464.879414,89.131234,-77.017295,-1.286899,465603.648467,5247937.882652,464.121002, 
65221,465603.611746,5247937.718833,464.828507,89.068759,-77.114825,-1.474574,465604.050977,5247937.013424,464.009003, 
65251,465603.979469,5247936.702638,464.976069,90.122676,-74.430470,-0.660405,465604.270975,5247935.911876,463.977997, 
65281,465604.232410,5247935.560409,465.128945,90.085500,-74.109445,-0.726428,465604.543353,5247934.732226,464.376007, 
65311,465604.548243,5247934.411374,465.334528,90.115803,-75.031857,-0.687541,465604.816187,5247933.630369,464.725006, 
65341,465604.819268,5247933.155112,465.558907,90.097169,-76.535011,-0.488128,465605.186818,5247932.472372,464.444000, 
65371,465605.135929,5247931.911410,465.595971,89.769417,-78.636720,-0.566639,465605.391779,5247931.382025,463.971985, 
65401,465605.327972,5247930.819050,465.482427,88.878745,-81.727456,-1.226194,465605.447614,5247930.603736,464.167999, 
65431,465605.435574,5247929.959805,465.475486,88.294233,-82.948931,-1.562666,465605.716021,5247930.035366,464.135986, 
65461,465605.763524,5247929.330877,465.268052,89.309453,-79.996673,-0.764763,465606.014490,5247929.444590,463.795013, 
65491,465606.004128,5247928.583588,465.066952,89.444667,-76.903499,-0.869077,465606.154714,5247928.899196,463.993988, 
65521,465606.141158,5247928.016738,464.972592,89.431072,-71.922469,-1.321570,465606.089843,5247928.132729,464.579987, 
65551,465606.192440,5247927.648748,464.811342,89.931323,-71.062605,-0.656452,465606.130908,5247927.410095,464.907990, 
65581,465606.316366,5247927.232784,464.693362,89.141435,-71.208104,-1.740809,465606.134739,5247926.776589,464.901001, 
65611,465606.398440,5247926.453974,464.518231,88.759014,-72.265880,-2.195948,465606.447458,5247926.041253,465.036011, 
65641,465606.552089,5247925.706586,464.485866,88.630046,-72.044403,-2.244377,465606.842294,5247925.149842,465.024994, 
65671,465606.755240,5247924.814694,464.626857,88.376501,-72.918727,-2.506388,465607.154179,5247924.270032,464.782013, 
65701,465606.937551,5247923.904790,464.919652,88.318296,-72.140974,-2.567493,465607.474766,5247923.590217,464.566010, 
65731,465607.079878,5247922.997974,465.189375,88.436605,-71.729531,-2.469805,465607.825556,5247922.910227,464.234985, 
65761,465607.122800,5247922.044023,465.341269,88.190981,-73.006378,-2.545217,465608.002797,5247922.242365,463.540985, 
65791,465607.111890,5247921.155131,465.540845,88.440396,-73.327019,-2.087189,465607.944693,5247921.342493,463.523987, 
65821,465607.038022,5247920.205987,465.639644,88.522849,-73.439193,-1.985721,465607.705633,5247920.477020,463.285004, 
65851,465606.886156,5247919.254679,465.789669,88.323471,-73.316060,-2.126615,465607.490456,5247919.822569,462.932983, 
65881,465606.756092,5247918.407675,465.829015,87.509206,-74.002524,-2.827400,465607.350887,5247919.189903,462.984985, 
65911,465606.651604,5247917.640540,465.877208,87.323843,-73.318539,-3.063814,465607.559625,5247918.744131,462.358002, 
65941,465606.590951,5247916.931427,465.853521,87.102140,-73.244505,-3.269113,465607.691389,5247918.043195,462.325012, 
65971,465606.551691,5247916.209214,465.865923,87.510997,-72.178589,-2.813796,465607.790239,5247916.875674,463.347992, 
66001,465606.674646,5247915.381406,465.888492,87.320784,-72.092377,-2.989726,465607.584555,5247915.265386,464.255005, 
66031,465606.849364,5247914.240652,465.965898,87.916890,-71.604603,-2.406719,465607.426052,5247913.977120,465.152008, 
66061,465606.936339,5247913.026004,466.057008,87.558818,-72.642553,-2.626445,465607.337107,5247912.966290,465.315002, 
66091,465607.016676,5247911.853641,466.174739,87.599914,-72.183361,-2.583094,465607.335613,5247911.421490,466.052002, 
66121,465607.156590,5247910.526014,466.226124,87.816211,-72.035891,-2.341177,465607.546507,5247910.053266,466.442993, 
66151,465607.305783,5247909.241341,466.273203,87.546479,-72.302910,-2.511325,465607.780435,5247908.751590,466.864014, 
66181,465607.505821,5247908.080651,466.253348,87.893506,-70.924533,-2.239172,465607.828256,5247907.895552,466.252991, 
66211,465607.758279,5247906.946426,466.227257,87.768002,-71.322191,-2.178723,465608.085994,5247906.793784,466.253998, 
66241,465608.049559,5247905.962772,466.255700,87.660065,-71.139623,-2.172709,465608.676686,5247905.834545,466.138000, 
66271,465608.513297,5247905.048583,466.265287,88.270738,-71.231060,-1.473607,465609.198011,5247904.631211,466.352997, 
66301,465609.137054,5247904.079452,466.345330,88.825511,-67.791088,-1.064459,465609.230491,5247902.441615,467.415985, 
66331,465609.777347,5247903.172623,466.409104,89.193623,-68.051904,-0.566836,465609.382496,5247901.329351,467.420990, 
66361,465610.251916,5247902.404013,466.423005,88.629017,-65.853234,-1.370760,465609.484200,5247900.650818,467.371002, 
66391,465610.574276,5247901.772053,466.436221,89.283240,-66.569937,-0.345025,465609.882552,5247900.359530,467.044006, 
66421,465610.891919,5247901.175993,466.375392,89.217229,-67.872941,-0.264462,465610.248498,5247899.690564,466.966003, 
66451,465611.258353,5247900.498571,466.302285,89.261305,-69.046656,-0.180911,465610.681069,5247898.798934,467.153992, 
66481,465611.742449,5247899.703859,466.165123,89.300898,-69.381312,-0.207689,465611.114310,5247898.018437,467.144989, 
66511,465612.259472,5247898.809605,466.102142,89.295327,-69.212347,-0.268595,465611.575644,5247896.882136,467.554993, 
66541,465612.889256,5247898.025193,466.127743,89.603478,-67.885294,-0.055003,465611.725507,5247895.403132,468.089996, 
66571,465613.554871,5247897.426410,466.169109,90.186222,-53.717767,-0.439641,465611.936653,5247894.079362,469.248993, 
66601,465614.240399,5247896.864774,466.246907,90.187816,-53.443075,-0.368643,465612.627092,5247893.397383,469.820007, 
66631,465615.045451,5247896.297619,466.313603,89.864638,-52.235305,-0.744066,465613.454643,5247892.925764,469.609009, 
66661,465615.856668,5247895.746914,466.355544,89.436631,-53.287917,-1.178283,465614.457681,5247892.775416,468.959015, 
66691,465616.647872,5247895.289416,466.408010,89.333599,-52.153117,-1.288437,465615.308051,5247892.337005,468.591003, 
66721,465617.460491,5247894.860112,466.423205,89.738832,-51.711220,-0.837305,465616.045161,5247891.888143,468.522003, 
66751,465618.134992,5247894.410956,466.474354,90.053597,-52.540513,-0.049380,465616.607294,5247891.206916,468.188995, 
66781,465618.747784,5247893.891668,466.530118,90.112509,-53.135463,0.172934,465617.222061,5247890.492039,468.705994, 
66811,465619.311959,5247893.276828,466.613995,90.196299,-53.302808,0.207064,465617.874375,5247889.743603,469.054993, 
66841,465619.930149,5247892.468051,466.735942,90.315664,-53.294149,0.264717,465618.882744,5247889.215357,469.442993, 
66871,465620.563976,5247891.446017,466.892017,90.447909,-53.481308,0.501446,465619.722005,5247888.165756,469.971008, 
66901,465621.289511,5247890.355731,467.011466,90.536727,-53.144940,0.584311,465620.531268,5247887.149672,469.829987, 
66931,465621.997879,5247889.240430,467.153808,90.582387,-52.676378,0.566900,465621.235120,5247886.178659,470.000000, 
66961,465622.669376,5247888.216522,467.219045,90.613637,-51.703774,0.625944,465622.044711,5247885.218141,469.890991, 
66991,465623.397827,5247887.220714,467.257476,90.610234,-52.007356,0.602658,465623.104487,5247884.445094,469.445007, 
67021,465624.136286,5247886.203850,467.301705,90.737871,-52.236486,0.865687,465623.944598,5247883.539967,469.203003, 
67051,465624.807712,5247885.196163,467.309021,90.598986,-51.741547,0.734596,465624.900066,5247883.000918,468.782013, 
67081,465625.479558,5247884.375153,467.382422,90.547063,-51.283957,0.782873,465625.476577,5247882.197357,469.007996, 
67111,465626.168693,5247883.795420,467.470559,90.569793,-50.357254,0.842513,465626.047165,5247881.671674,469.394989, 
67141,465626.780929,5247883.328725,467.490665,90.644947,-49.943934,1.081784,465626.511504,5247881.046589,469.704987, 
67171,465627.398031,5247882.839879,467.538392,90.718969,-50.008462,1.158385,465627.226544,5247880.697880,469.477997, 
67201,465628.016770,5247882.365704,467.523848,90.804740,-49.256362,1.203330,465627.851404,5247880.416382,469.697998, 
67231,465628.487329,5247881.859370,467.531610,91.012366,-49.113527,1.407841,465628.293738,5247879.902563,469.960999, 
67261,465629.072506,5247881.272529,467.592290,90.782466,-48.092584,0.926516,465629.105355,5247879.286561,470.210999, 
67291,465629.935030,5247880.572619,467.599209,90.983943,-48.987132,1.195566,465630.104880,5247878.536094,470.480011, 
67321,465630.967621,5247879.785292,467.670949,90.981104,-49.503145,1.338140,465631.118713,5247877.652180,470.638000, 
67351,465632.051589,5247879.092299,467.662582,90.761675,-48.333979,1.156807,465632.202437,5247877.101269,470.614014, 
67381,465633.106275,5247878.569764,467.686698,90.782229,-48.626255,1.334481,465633.159017,5247876.751149,470.278015, 
67411,465634.150461,5247878.136337,467.823655,90.618898,-48.680308,1.077580,465634.062175,5247876.301317,470.171997, 
67441,465635.097376,5247877.710365,467.898933,90.909912,-47.487575,1.263407,465634.790171,5247875.585781,470.500000, 
67471,465635.926432,5247877.070033,468.001638,90.875747,-47.523351,1.294906,465635.631520,5247874.891809,470.665985, 
67501,465636.736326,5247876.338768,468.149688,90.858732,-47.467114,1.286507,465636.563303,5247874.175082,470.593994, 
67531,465637.582295,5247875.607847,468.232289,90.741251,-49.476971,1.286728,465637.459499,5247873.825316,470.608002, 
67561,465638.313531,5247874.931610,468.317195,90.673127,-48.399968,1.014502,465638.327192,5247873.764673,470.354004, 
67591,465638.951326,5247874.480937,468.355676,90.685011,-47.056814,1.023917,465638.831217,5247873.472769,470.212982, 
67621,465639.701346,5247874.139009,468.423043,90.724732,-47.106315,1.070305,465639.422958,5247872.691347,470.747986, 
67651,465640.550257,5247873.656335,468.468126,90.816641,-46.670408,1.060332,465639.998827,5247871.776654,471.441986, 
67681,465641.358328,5247872.909257,468.563281,90.752582,-46.623426,0.980798,465640.801265,5247870.882863,471.295990, 
67711,465642.201055,5247872.111730,468.627504,90.587232,-46.412735,0.783100,465641.717299,5247870.055091,471.207001, 
67741,465643.048111,5247871.306034,468.690205,90.525284,-46.203632,0.704177,465642.815674,5247869.426300,470.707001, 
67771,465643.938309,5247870.544506,468.766150,90.284772,-46.802116,0.582813,465643.625465,5247868.499126,470.645996, 
67801,465644.844949,5247869.826173,468.810429,90.191790,-46.868190,0.567087,465644.299001,5247867.506066,471.067017, 
67831,465645.774504,5247869.206551,468.816955,90.104817,-45.994432,0.489246,465645.283631,5247866.789030,471.128998, 
67861,465646.779839,5247868.537838,468.841445,90.012377,-46.349984,0.452724,465646.162195,5247866.005933,471.279999, 
67891,465647.714710,5247867.804829,468.838969,90.338087,-45.709097,0.859790,465646.904834,5247865.212516,471.041992, 
67921,465648.382546,5247866.855738,468.872975,90.471981,-44.786016,0.996163,465647.457997,5247864.286859,470.747986, 
67951,465648.942698,5247865.945748,468.954553,90.115742,-45.446739,0.805637,465647.996901,5247863.505733,470.541992, 
67981,465649.488386,5247865.193768,468.962612,89.896504,-45.265819,0.653642,465648.431825,5247863.014197,470.451996, 
68011,465649.997195,5247864.563807,468.991741,89.848147,-45.113783,0.650077,465649.010676,5247862.610704,469.949005, 
68041,465650.486082,5247864.012061,468.970929,89.761360,-44.881833,0.713900,465649.801725,5247862.350460,469.501007, 
68071,465651.038553,5247863.472781,468.915184,90.012945,-45.954756,0.880606,465650.425549,5247861.891157,469.399017, 
68101,465651.609118,5247862.947947,468.937862,89.579040,-43.705206,0.178909,465651.299042,5247861.530413,469.355988, 
68131,465652.243205,5247862.365682,468.961239,89.652153,-44.765118,0.343232,465652.126719,5247861.081020,469.010986, 
68161,465652.901679,5247861.792623,468.944956,89.891904,-43.100360,0.647554,465652.884848,5247860.354205,469.244995, 
68191,465653.658335,5247861.242948,468.873270,89.987611,-43.351808,0.637075,465653.613233,5247859.705344,469.701996, 
68221,465654.360774,5247860.717688,468.902617,90.050192,-44.338805,0.856738,465654.213569,5247859.101681,469.583008, 
68251,465654.979572,5247860.260233,468.815743,90.449835,-45.124660,1.180512,465654.906942,5247858.919827,469.075989, 
68281,465655.417785,5247859.841867,468.831645,89.882993,-44.701312,0.995224,465655.472782,5247858.872062,469.130005, 
68311,465655.972472,5247859.578464,468.698799,89.945333,-40.728940,0.322225,465655.961259,5247858.502454,469.319000, 
68341,465656.331222,5247859.083549,468.766111,89.717143,-42.060575,0.311648,465656.338406,5247857.166602,469.885010, 
68371,465656.968305,5247858.266086,468.960324,89.679742,-42.743969,0.180040,465657.021057,5247856.440218,469.691010, 
68401,465657.472839,5247857.277542,469.194463,89.563844,-42.736925,0.152550,465657.582289,5247855.603408,469.967987, 
68431,465658.024320,5247856.387279,469.308045,89.419982,-43.516057,0.025829,465658.303582,5247855.032397,469.446014, 
68461,465658.537827,5247855.629077,469.276482,89.506431,-41.960626,-0.008882,465658.788427,5247854.040445,469.454987, 
68491,465658.918454,5247854.819932,469.237334,89.319107,-39.823851,-0.248863,465659.553454,5247853.202437,469.906006, 
68521,465659.681807,5247854.010336,469.265390,88.726412,-40.745269,-0.910894,465660.476527,5247852.285729,469.841003, 
68551,465660.615564,5247853.153882,469.389014,88.787479,-40.777067,-0.951054,465661.688970,5247851.800727,469.949005, 
68581,465661.597522,5247852.454523,469.479548,88.791295,-41.937767,-0.822290,465662.736394,5247851.494558,469.243988, 
68611,465662.522947,5247851.744303,469.585925,88.946660,-41.684288,-0.566147,465663.843739,5247851.110213,469.154999, 
68641,465663.427217,5247851.210682,469.673504,88.902311,-40.666431,-0.656410,465664.733238,5247850.904981,469.416992, 
68671,465664.396259,5247850.804824,469.748563,88.908892,-40.829685,-0.579535,465665.668596,5247850.799481,469.072998, 
68701,465665.201904,5247850.511874,469.813051,89.154251,-40.390163,-0.458405,465666.324824,5247850.717839,468.515015, 
